id,joint,life1_id,life1_name,life1_sex,life1_risk,life1_smoke,life1_birthday,life2_id,life2_name,life2_sex,life2_risk,life2_smoke,life2_birthday,face,issue_date
771,false,3140,Karna Attoe,F,Preferred,false,1920-05-07,,,,,,,4.35e6,1950-12-14
772,true,2410,Kellie Hertwell,F,Standard,true,1952-07-30,2409,Ophelia Hertwell,M,Standard,true,1947-07-07,1.15e6,1987-07-09
773,false,66,Gwenore Leworthy,F,Preferred,true,1925-12-22,,,,,,,2.8e6,1966-01-08
774,false,537,Candi Pepperell,M,Standard,true,1999-09-07,,,,,,,4.85e6,2049-03-19
775,false,3818,Sheelagh Highman,F,Preferred,false,1973-01-07,,,,,,,3.0e6,1999-03-27
776,false,238,Claudina Verma,F,Preferred,false,1921-08-27,,,,,,,3.5e6,1959-04-17
777,true,1230,Lucila Nockalls,F,Standard,false,1922-05-27,1229,Annecorinne Nockalls,M,Preferred,false,1928-07-06,2.25e6,1960-03-20
778,false,2936,Alexi Graveson,F,Standard,false,1997-04-18,,,,,,,4.55e6,2031-01-27
779,false,2537,Jolyn Hoyte,M,Standard,true,1963-02-28,,,,,,,3.8e6,2008-03-12
780,false,567,Kalli Tutt,M,Standard,false,1959-01-05,,,,,,,2.85e6,2007-12-07
781,false,2722,Blondell Churchyard,F,Preferred,false,1976-11-26,,,,,,,150000.0,2017-01-01
782,true,730,Rodie Kaufman,F,Preferred,true,1941-11-22,729,Corene Kaufman,M,Preferred,false,1949-11-25,1.1e6,1971-02-15
783,true,31,Stella Tonry,M,Preferred,false,1986-07-22,32,Kathi Tonry,F,Preferred,true,1982-04-14,4.95e6,2033-12-05
784,false,1405,Theodora Searchwell,M,Preferred,false,1994-08-13,,,,,,,1.1e6,2020-06-23
785,false,1809,Maressa Seally,M,Standard,true,1923-04-26,,,,,,,1.45e6,1970-10-04
786,false,2168,Mercy Lindmark,F,Preferred,true,1937-12-03,,,,,,,3.15e6,1976-11-16
787,false,1502,Gert Clench,F,Standard,true,1973-07-02,,,,,,,4.9e6,2000-10-02
788,false,835,Christi Autin,M,Standard,true,1956-03-02,,,,,,,2.95e6,2013-05-29
789,false,2843,Sara-ann Dunderdale,M,Standard,true,1987-03-23,,,,,,,1.6e6,2041-04-20
790,true,1653,Vonnie Barratt,M,Preferred,false,1966-05-25,1654,Kala Barratt,F,Standard,false,1967-01-25,350000.0,1999-04-01
791,false,1020,Donnajean Brommage,F,Preferred,true,1960-11-18,,,,,,,2.75e6,1994-11-08
792,true,2627,Carin Lezemore,M,Preferred,true,1995-05-24,2628,Jacquelin Lezemore,F,Preferred,true,1999-03-07,3.8e6,2046-12-02
793,true,785,Audra Westcot,M,Preferred,true,1996-11-08,786,Gabrila Westcot,F,Preferred,true,2000-07-03,800000.0,2028-07-31
794,false,235,Linea Wilman,M,Standard,false,1963-03-17,,,,,,,1.95e6,2007-05-22
795,false,1242,Lonni Klossmann,F,Standard,true,1934-11-04,,,,,,,2.8e6,1980-01-23
796,false,3708,Bernardina Syres,F,Standard,true,1989-03-16,,,,,,,1.15e6,2014-04-22
797,false,1306,Annette Brosh,F,Preferred,true,1964-09-09,,,,,,,3.95e6,1992-04-18
798,true,1423,Marci Fletcher,M,Standard,true,1992-11-12,1424,Ariana Fletcher,F,Standard,false,1997-10-11,4.95e6,2042-01-23
799,false,1106,Donelle Eles,F,Preferred,true,1996-07-01,,,,,,,3.15e6,2023-03-05
800,false,910,Queenie Hentze,F,Standard,true,1993-03-18,,,,,,,250000.0,2025-10-02
801,false,499,Jolynn Hissie,M,Preferred,true,1994-02-07,,,,,,,1.15e6,2041-11-12
802,false,3270,Shaine Bau,F,Preferred,false,1947-03-25,,,,,,,1.75e6,1973-12-04
803,false,1548,Jessalyn Wormald,F,Preferred,true,1940-12-13,,,,,,,4.65e6,1980-08-30
804,false,2341,Regina Garrish,M,Preferred,true,1977-02-19,,,,,,,3.8e6,2033-06-11
805,true,2138,Kirbie Bettridge,F,Standard,true,1989-12-10,2137,Bibbie Bettridge,M,Standard,true,1992-01-19,2.4e6,2043-10-24
806,false,2748,Jacintha Gason,F,Standard,true,1994-02-18,,,,,,,2.4e6,2037-01-23
807,false,803,Vyky Whitelock,M,Standard,false,1932-11-19,,,,,,,1.5e6,1964-08-11
808,true,466,Caresse Syson,F,Standard,false,1968-12-04,465,Goldina Syson,M,Standard,false,1970-06-23,3.8e6,2029-09-05
809,false,1295,Novelia Glendining,M,Standard,false,1943-06-09,,,,,,,400000.0,1991-02-16
810,false,2586,Janot Robbie,F,Standard,true,1945-12-07,,,,,,,1.0e6,1989-06-30
811,false,365,Brit Pedersen,M,Preferred,false,1971-10-12,,,,,,,4.65e6,2025-10-18
812,true,508,Corina Waberer,F,Standard,true,1996-04-13,507,Cassi Waberer,M,Preferred,false,1987-07-03,150000.0,2044-07-01
813,false,638,Pamelina Paaso,F,Preferred,false,1972-01-14,,,,,,,4.85e6,2032-07-29
814,false,2222,Ilyssa Sargerson,F,Standard,true,1921-11-01,,,,,,,2.95e6,1964-07-01
815,false,1087,Veronique Brodeur,M,Standard,true,1920-10-12,,,,,,,2.95e6,1950-05-24
816,false,2134,Berna Pashby,F,Standard,true,1991-01-25,,,,,,,4.6e6,2036-01-10
817,false,3282,Cynthy Godly,F,Standard,true,1932-03-25,,,,,,,650000.0,1966-12-26
818,false,402,Lizabeth Sibbons,F,Standard,true,1994-05-31,,,,,,,4.0e6,2048-10-06
819,false,642,Vanessa Brimblecombe,F,Preferred,true,1922-09-27,,,,,,,1.95e6,1966-09-19
820,false,2507,Jillana Wheway,M,Standard,false,1967-09-14,,,,,,,1.5e6,2019-01-20
821,false,558,Imelda Pedican,F,Standard,false,1972-10-05,,,,,,,2.7e6,2007-02-05
822,false,3496,Janene Haggus,F,Standard,false,1921-05-08,,,,,,,1.1e6,1974-10-22
823,false,2668,Alejandrina Showers,F,Preferred,false,1940-08-31,,,,,,,2.0e6,1973-06-02
824,false,922,Minerva Freckleton,F,Preferred,true,1986-07-28,,,,,,,2.9e6,2024-08-12
825,false,1649,Cacilie Neljes,M,Standard,true,1935-07-04,,,,,,,1.7e6,1977-11-29
826,false,2010,Fancy Fowler,F,Preferred,true,1943-08-20,,,,,,,850000.0,1988-01-23
827,false,3704,Sib McParlin,F,Preferred,true,1943-05-04,,,,,,,4.5e6,1984-07-29
828,false,2647,Guillemette Gotthard.sf,M,Preferred,true,1988-03-09,,,,,,,2.15e6,2025-11-25
829,false,3515,Joyce Jaram,M,Standard,false,1990-08-16,,,,,,,650000.0,2040-05-12
830,false,252,Ertha Eliez,F,Preferred,true,1935-06-01,,,,,,,2.1e6,1994-11-29
831,false,2795,Marcie O'Henery,M,Preferred,true,1984-10-12,,,,,,,1.55e6,2044-06-08
832,false,2327,Margot Clougher,M,Preferred,true,1979-04-27,,,,,,,750000.0,2018-09-19
833,false,1970,Madelene Elan,F,Standard,true,1998-07-27,,,,,,,650000.0,2053-08-14
834,false,2325,Roberta Barham,M,Preferred,true,1963-10-19,,,,,,,1.15e6,2001-12-13
835,true,2284,Karmen Brazier,F,Standard,false,2002-09-30,2283,Avril Brazier,M,Standard,true,1997-10-22,1.55e6,2044-07-03
836,false,2202,Feliza Widdall,F,Standard,false,1933-01-18,,,,,,,2.25e6,1992-12-18
837,false,1727,Paulita Kalinsky,M,Standard,true,1977-03-23,,,,,,,4.25e6,2023-02-03
838,true,3803,Marcellina Bond,M,Standard,false,1931-06-13,3804,Daniele Bond,F,Preferred,false,1924-10-07,4.1e6,1989-04-13
839,false,1333,Caro Meneux,M,Preferred,false,1970-05-23,,,,,,,4.3e6,2004-09-13
840,false,2972,Hattie Rassmann,F,Standard,false,1913-06-21,,,,,,,2.65e6,1968-07-31
841,false,2798,Maressa Dwyr,F,Preferred,false,1931-06-14,,,,,,,1.45e6,1987-01-26
842,false,18,Marci Taffie,F,Preferred,false,1960-02-07,,,,,,,3.1e6,2001-11-06
843,false,204,Loni Glennon,F,Preferred,true,1942-01-07,,,,,,,4.65e6,1991-12-10
844,true,14,Ingaborg Dmiterko,F,Standard,true,1974-10-22,13,Cathrine Dmiterko,M,Preferred,false,1976-08-03,1.55e6,2027-06-25
845,false,1506,Jaquelin Keefe,F,Preferred,true,1986-04-09,,,,,,,1.0e6,2017-01-07
846,false,2044,Diann Peyto,F,Standard,true,1929-05-07,,,,,,,450000.0,1987-09-14
847,false,3268,Franky Poller,F,Preferred,true,1983-12-21,,,,,,,500000.0,2041-10-14
848,false,3288,Allix Mewburn,F,Standard,false,1923-01-13,,,,,,,1.35e6,1952-01-27
849,false,2965,Opalina Seyffert,M,Preferred,true,1926-05-26,,,,,,,4.1e6,1984-11-03
850,false,3415,Ashley Looney,M,Preferred,false,1962-12-31,,,,,,,450000.0,1994-09-11
851,false,3006,Claudine Webber,F,Preferred,false,1931-07-06,,,,,,,1.4e6,1964-08-09
852,false,1017,Dix Boecke,M,Preferred,true,1921-09-04,,,,,,,250000.0,1953-03-19
853,false,3975,Georgette Crumpe,M,Standard,false,1970-03-03,,,,,,,2.5e6,2000-03-30
854,false,27,Maegan Braithwaite,M,Standard,false,1920-04-09,,,,,,,3.25e6,1977-05-08
855,false,2993,Aurea Cona,M,Preferred,false,1951-10-23,,,,,,,1.65e6,1988-10-17
856,true,1151,Nanci Stoakes,M,Preferred,true,1930-11-07,1152,Vikky Stoakes,F,Standard,true,1922-09-20,3.1e6,1991-06-11
857,false,3807,Elonore Ahearne,M,Standard,true,1922-02-12,,,,,,,1.9e6,1976-09-05
858,false,2409,Ophelia Hertwell,M,Standard,true,1947-07-07,,,,,,,1.65e6,1988-03-31
859,false,1811,Brandea Philipet,M,Preferred,false,1953-04-16,,,,,,,1.2e6,1990-03-28
860,true,830,Abbi Mauger,F,Standard,true,1939-08-05,829,Desirae Mauger,M,Preferred,true,1940-05-29,2.0e6,1974-01-15
861,false,3488,Sharai Peaple,F,Preferred,true,1928-08-24,,,,,,,1.0e6,1976-11-01
862,false,2892,Peta Girhard,F,Preferred,false,1966-04-28,,,,,,,150000.0,2017-09-06
863,false,3264,Coriss Sothern,F,Standard,false,1959-05-10,,,,,,,3.3e6,1999-05-22
864,false,3019,Rivi Mucillo,M,Preferred,false,1965-06-06,,,,,,,4.4e6,2015-05-31
865,false,1882,Kirsteni Hodges,F,Standard,false,1967-05-29,,,,,,,2.55e6,1995-11-16
866,false,3161,Corly Duplan,M,Standard,false,1986-03-01,,,,,,,4.5e6,2033-05-06
867,false,3266,Consuela Brassington,F,Preferred,false,1927-05-26,,,,,,,650000.0,1964-11-17
868,false,3712,Ailyn Copyn,F,Preferred,false,1964-09-21,,,,,,,600000.0,1993-02-24
869,false,2230,Amabel Maplethorp,F,Standard,false,1958-07-24,,,,,,,1.3e6,1999-06-28
870,false,1015,Mirelle Hailes,M,Standard,true,1948-04-15,,,,,,,2.5e6,1988-08-12
871,false,3312,Melodee Alpes,F,Standard,false,1983-02-07,,,,,,,1.4e6,2039-07-03
872,false,603,Carola Thewlis,M,Preferred,true,1982-07-29,,,,,,,1.2e6,2024-12-20
873,false,343,Mead Conner,M,Preferred,false,1945-09-02,,,,,,,700000.0,1998-09-24
874,true,3765,Elset Janak,M,Standard,false,1930-08-14,3766,Charmain Janak,F,Standard,true,1937-10-25,4.15e6,1977-03-25
875,false,907,Marcella Pennycuick,M,Standard,false,1934-04-19,,,,,,,3.25e6,1981-10-21
876,true,3206,Devonna Berger,F,Standard,true,1940-04-23,3205,Cherish Berger,M,Preferred,true,1930-10-04,2.4e6,1987-11-05
877,true,3290,Christin Goodlett,F,Preferred,false,1964-01-31,3289,Alexandra Goodlett,M,Standard,false,1962-10-09,1.55e6,1996-01-20
878,false,3904,Ailene Hilhouse,F,Preferred,true,1971-02-11,,,,,,,3.75e6,1996-06-14
879,true,1840,Cissy Mathiasen,F,Preferred,false,1920-09-24,1839,Alida Mathiasen,M,Preferred,true,1929-05-18,600000.0,1964-08-21
880,false,2658,Storm Bridewell,F,Standard,true,1950-11-17,,,,,,,1.8e6,1979-09-24
881,true,2652,Natalie Volet,F,Preferred,true,1925-06-24,2651,Mela Volet,M,Standard,false,1933-12-08,1.05e6,1962-06-08
882,false,3952,Freddy Gladbeck,F,Preferred,false,1987-09-21,,,,,,,2.7e6,2014-09-05
883,false,3842,Vickie O'Regan,F,Preferred,false,2001-01-03,,,,,,,650000.0,2051-03-26
884,false,2289,Reine Raccio,M,Standard,true,1948-11-22,,,,,,,1.75e6,1974-06-13
885,false,3120,Claudia Swait,F,Standard,true,1924-01-18,,,,,,,2.35e6,1971-03-05
886,true,1861,Josephine Winwood,M,Standard,true,1929-01-14,1862,Aggie Winwood,F,Preferred,false,1927-03-13,1.7e6,1987-04-20
887,true,3399,Margo Klamp,M,Standard,true,1995-09-03,3400,Geraldine Klamp,F,Preferred,true,1994-07-29,100000.0,2035-08-16
888,false,2391,Kata Shurrock,M,Preferred,true,1932-07-28,,,,,,,4.05e6,1964-07-09
889,false,2065,Torrie Gainsford,M,Preferred,false,1986-11-27,,,,,,,400000.0,2041-05-27
890,false,1307,Molly Brunt,M,Preferred,false,1952-05-10,,,,,,,1.9e6,1979-10-22
891,false,2398,Ellie McLoughlin,F,Preferred,false,1983-08-21,,,,,,,4.7e6,2017-10-31
892,false,600,Daphna Laurenceau,F,Standard,true,1975-10-03,,,,,,,250000.0,2004-12-04
893,false,1267,Aubry Rendell,M,Standard,false,1985-03-16,,,,,,,3.25e6,2023-01-25
894,false,3612,Pavla Leith-Harvey,F,Preferred,true,1950-10-13,,,,,,,1.8e6,1987-11-10
895,false,3984,Gaynor Dunkinson,F,Preferred,false,1958-11-04,,,,,,,4.8e6,1988-02-13
896,false,1681,Mireielle Jaycocks,M,Standard,false,1993-10-17,,,,,,,1.75e6,2032-09-26
897,true,60,Alia Brunicke,F,Standard,true,1950-08-24,59,Deloris Brunicke,M,Preferred,false,1944-06-18,2.35e6,1975-11-19
898,false,2572,Alanah Jeratt,F,Preferred,true,1981-05-20,,,,,,,1.6e6,2037-01-04
899,true,3048,Rosalyn Bampton,F,Preferred,false,1985-05-04,3047,Fiann Bampton,M,Standard,false,1975-06-27,850000.0,2031-09-03
900,false,3909,Karlotte Sherringham,M,Standard,true,1992-03-30,,,,,,,5.0e6,2022-03-30
901,false,1324,Letizia Vernon,F,Preferred,true,1991-06-15,,,,,,,1.7e6,2025-10-08
902,false,3521,Jilleen Laminman,M,Preferred,false,1968-07-27,,,,,,,3.1e6,2023-05-13
903,false,527,Martie Mendus,M,Standard,true,1998-08-03,,,,,,,1.1e6,2045-09-02
904,false,3639,Sabine Hearfield,M,Preferred,true,1981-04-06,,,,,,,3.35e6,2035-09-24
905,false,2213,Maia Acutt,M,Preferred,false,1926-11-16,,,,,,,4.7e6,1974-04-02
906,false,3909,Karlotte Sherringham,M,Standard,true,1992-03-30,,,,,,,500000.0,2040-09-18
907,false,793,Yettie Robey,M,Preferred,true,1944-07-16,,,,,,,500000.0,1988-10-02
908,false,2836,Cassie Novotne,F,Preferred,false,1935-03-24,,,,,,,2.85e6,1992-04-05
909,false,341,Evelyn Vallack,M,Standard,true,1944-05-01,,,,,,,1.6e6,1991-06-10
910,true,413,Trina Sambrok,M,Preferred,false,1935-01-04,414,Josepha Sambrok,F,Preferred,true,1934-04-30,2.1e6,1992-03-26
911,true,2393,Ashlee Cashford,M,Standard,false,1947-08-04,2394,Elsie Cashford,F,Preferred,true,1943-12-17,4.55e6,1990-08-22
912,false,2106,Marisa D'Hooghe,F,Preferred,true,1981-02-16,,,,,,,4.15e6,2027-11-14
913,true,2204,Robina Orgel,F,Standard,true,1991-10-24,2203,Adrea Orgel,M,Standard,true,1995-06-19,4.3e6,2030-10-09
914,false,2239,Cyb Littler,M,Standard,false,1950-04-01,,,,,,,3.4e6,2004-11-08
915,true,2380,Anissa Adamo,F,Standard,true,1981-04-27,2379,Vickie Adamo,M,Preferred,false,1972-03-18,1.6e6,2021-01-01
916,true,2339,Cassy Frankton,M,Preferred,true,1956-08-10,2340,Uta Frankton,F,Standard,false,1954-03-21,1.9e6,1981-11-07
917,false,2363,Ki Hallen,M,Standard,false,1998-01-10,,,,,,,1.25e6,2026-06-04
918,true,732,Theodosia Anfosso,F,Preferred,false,1938-02-04,731,Guenevere Anfosso,M,Preferred,false,1930-06-25,4.95e6,1998-03-31
919,false,1580,Wrennie Valentine,F,Standard,true,1948-07-11,,,,,,,3.35e6,1999-03-07
920,false,2963,Carlee Headly,M,Standard,true,1966-09-18,,,,,,,4.8e6,2020-09-12
921,false,3278,Doria Face,F,Standard,false,1973-05-06,,,,,,,3.6e6,2025-10-22
922,false,1385,Tiffanie Pryke,M,Standard,false,1961-05-09,,,,,,,3.85e6,1989-09-27
923,true,257,Grata MacKnight,M,Standard,true,1940-07-03,258,Geneva MacKnight,F,Standard,true,1939-04-16,850000.0,1973-04-23
924,false,2773,Robina Lambart,M,Standard,true,1946-04-20,,,,,,,2.5e6,1979-06-25
925,false,3218,Livvyy Norrey,F,Standard,false,1978-06-05,,,,,,,3.95e6,2016-12-31
926,false,2659,Ailyn Drinan,M,Standard,false,1952-12-21,,,,,,,2.9e6,2001-06-11
927,false,1893,Marlie Lilburn,M,Standard,false,1930-12-15,,,,,,,2.9e6,1976-09-20
928,false,2856,Tilly Eayres,F,Preferred,true,1969-06-27,,,,,,,2.55e6,2013-06-22
929,false,1652,Karla Fetherstonhaugh,F,Preferred,false,1987-12-19,,,,,,,950000.0,2014-01-03
930,false,757,Priscilla Wooder,M,Standard,true,1939-07-16,,,,,,,3.6e6,1996-02-18
931,false,1361,Lenna Jozefowicz,M,Standard,true,1984-02-29,,,,,,,2.05e6,2042-12-07
932,false,2857,Eunice Abramzon,M,Standard,true,1942-10-05,,,,,,,4.35e6,1993-10-08
933,false,1470,Liesa Bernette,F,Preferred,false,1964-07-19,,,,,,,250000.0,2000-08-14
934,false,3811,Cacilie Braunstein,M,Standard,false,1958-11-16,,,,,,,100000.0,2007-06-15
935,false,1778,Ilysa Poyntz,F,Preferred,true,1939-08-11,,,,,,,1.95e6,1970-05-03
936,false,634,Frank Cornock,F,Preferred,false,1925-08-21,,,,,,,500000.0,1976-08-13
937,false,2827,Laraine De Lacey,M,Preferred,false,1998-07-18,,,,,,,4.15e6,2040-01-13
938,false,3468,Janette Sorrel,F,Preferred,false,2006-04-19,,,,,,,950000.0,2032-01-15
939,false,2387,Laurella Paszek,M,Standard,true,1948-02-11,,,,,,,5.0e6,2001-12-02
940,false,3354,Robena Oylett,F,Preferred,true,1978-10-30,,,,,,,1.6e6,2038-11-02
941,false,518,Anthe Garnsey,F,Standard,false,1934-06-20,,,,,,,250000.0,1966-02-16
942,false,3398,Lindi Philot,F,Standard,false,1930-10-23,,,,,,,3.35e6,1985-09-27
943,false,2230,Amabel Maplethorp,F,Standard,false,1958-07-24,,,,,,,3.4e6,1987-10-24
944,true,2787,Rosaleen Castagne,M,Preferred,true,1942-09-22,2788,Becka Castagne,F,Standard,false,1949-06-03,4.7e6,1980-02-24
945,false,3915,Malena Walczynski,M,Standard,false,1982-01-13,,,,,,,4.8e6,2036-04-11
946,true,3875,Laraine Naden,M,Preferred,true,1964-12-02,3876,Cori Naden,F,Preferred,false,1964-09-10,700000.0,2020-11-25
947,true,962,Aura Brugh,F,Preferred,true,1988-09-07,961,Pamella Brugh,M,Preferred,false,1986-07-23,1.7e6,2047-07-29
948,false,2414,Hally Currm,F,Preferred,false,1946-05-20,,,,,,,4.1e6,2004-10-31
949,false,1542,Costanza Challener,F,Preferred,false,1949-08-28,,,,,,,2.25e6,2009-09-14
950,false,3698,Dorelia Farrent,F,Preferred,false,1936-09-17,,,,,,,4.3e6,1980-02-05
951,false,2718,Beckie Gammie,F,Standard,false,1970-11-07,,,,,,,950000.0,2000-08-01
952,false,38,Claudina Waterworth,F,Preferred,false,1954-07-22,,,,,,,3.85e6,1988-08-19
953,false,1240,Kora Norcock,F,Standard,false,1991-05-14,,,,,,,3.5e6,2029-04-12
954,false,2397,Clareta McLoughlin,M,Standard,true,1980-10-28,,,,,,,3.55e6,2038-04-25
955,false,3413,Gui Jiras,M,Standard,true,1941-04-03,,,,,,,4.25e6,1976-03-02
956,false,3903,Fae Hilhouse,M,Standard,false,1961-03-28,,,,,,,2.55e6,2016-09-13
957,false,565,Barbie Legendre,M,Preferred,false,1928-06-20,,,,,,,3.25e6,1980-04-18
958,false,1448,Pen Anthiftle,F,Standard,false,1969-04-02,,,,,,,1.2e6,1997-04-14
959,false,107,Monica Messent,M,Preferred,true,1980-07-02,,,,,,,900000.0,2017-12-24
960,false,511,Berthe Nerger,M,Standard,false,1962-01-19,,,,,,,5.0e6,1988-07-13
961,false,3573,Nichole Shave,M,Preferred,false,1952-12-13,,,,,,,3.3e6,1983-05-19
962,false,2853,Sibyl Verden,M,Standard,true,1956-11-28,,,,,,,4.75e6,1999-10-18
963,false,2509,Edith Pidgeon,M,Preferred,false,1965-05-08,,,,,,,2.5e6,2010-04-07
964,false,1799,Adina Warbys,M,Standard,true,1926-10-02,,,,,,,2.2e6,1983-06-22
965,false,2245,Ebba Venour,M,Preferred,true,1922-03-15,,,,,,,4.7e6,1979-10-06
966,false,1503,Alejandrina Staynes,M,Standard,true,1921-08-05,,,,,,,1.9e6,1959-04-23
967,false,3671,Virgina Pirri,M,Preferred,false,1964-02-05,,,,,,,2.0e6,2023-12-15
968,false,1830,Deborah La Padula,F,Preferred,true,1988-04-06,,,,,,,2.65e6,2043-08-10
969,true,624,Janeta Manifould,F,Preferred,true,1941-11-29,623,Kimmy Manifould,M,Preferred,false,1951-08-10,3.15e6,1988-10-26
970,false,3664,Bridie Punshon,F,Preferred,true,1964-12-18,,,,,,,4.4e6,2023-07-22
971,false,78,Pam Roumier,F,Standard,true,1965-01-05,,,,,,,2.9e6,2016-02-14
972,false,826,Cal Mityakov,F,Standard,false,1999-01-24,,,,,,,2.75e6,2030-06-12
973,false,1704,Sydney Gytesham,F,Preferred,true,1966-04-22,,,,,,,1.05e6,2022-06-21
974,true,352,Becka Boman,F,Standard,true,1915-01-26,351,Dorolice Boman,M,Preferred,true,1923-07-01,1.75e6,1960-11-10
975,true,1056,Bessy Elphick,F,Preferred,true,1951-07-16,1055,Sophey Elphick,M,Standard,false,1947-12-25,2.45e6,1998-09-22
976,false,2223,Lida McMurray,M,Standard,true,1949-12-31,,,,,,,150000.0,1991-02-14
977,false,3751,Danita Bracknall,M,Preferred,true,1962-08-21,,,,,,,4.85e6,1991-01-09
978,true,1478,Alyce Everall,F,Standard,false,1990-08-04,1477,Vicki Everall,M,Standard,false,1984-09-20,3.9e6,2046-10-02
979,false,2149,Collie Cathenod,M,Preferred,false,1924-06-15,,,,,,,4.5e6,1958-11-08
980,false,1835,Mamie Bartot,M,Preferred,true,1987-03-13,,,,,,,2.2e6,2013-08-29
981,false,1130,Franni Iacovuzzi,F,Preferred,false,1970-06-20,,,,,,,2.2e6,2011-05-23
982,false,2131,Rheba Hoogendorp,M,Preferred,true,1993-02-22,,,,,,,5.0e6,2032-11-16
983,true,1423,Marci Fletcher,M,Standard,true,1992-11-12,1424,Ariana Fletcher,F,Standard,false,1997-10-11,2.45e6,2042-01-12
984,false,446,Corrianne Debling,F,Preferred,true,1937-05-13,,,,,,,3.85e6,1965-06-13
985,false,2924,Annissa Rollin,F,Preferred,false,1951-08-22,,,,,,,1.0e6,1999-05-06
986,false,3077,Shandra Cottingham,M,Standard,true,1967-08-19,,,,,,,2.1e6,2003-12-29
987,false,1965,Andriana Ensley,M,Preferred,false,1952-05-09,,,,,,,1.1e6,2000-07-29
988,false,625,Harlene Gold,M,Preferred,true,1979-04-11,,,,,,,1.0e6,2005-02-17
989,false,1548,Jessalyn Wormald,F,Preferred,true,1940-12-13,,,,,,,900000.0,1967-09-23
990,false,3639,Sabine Hearfield,M,Preferred,true,1981-04-06,,,,,,,4.6e6,2010-07-21
991,true,2904,Lauretta Moden,F,Standard,false,1939-10-10,2903,Kay Moden,M,Preferred,false,1934-12-14,2.9e6,1968-07-31
992,false,1410,Mignonne Dulin,F,Standard,false,1930-07-08,,,,,,,4.75e6,1989-08-17
993,false,2830,Dixie Sheaber,F,Preferred,false,1996-03-04,,,,,,,1.2e6,2046-10-12
994,false,970,Martie Capel,F,Standard,true,1922-06-24,,,,,,,3.3e6,1967-07-04
995,false,2287,Katrina Horwell,M,Preferred,true,1990-06-19,,,,,,,4.35e6,2034-06-03
996,false,322,Gussi Brasse,F,Preferred,true,1942-08-12,,,,,,,2.8e6,1968-10-04
997,false,1608,Othilia Ajsik,F,Standard,true,1969-04-30,,,,,,,500000.0,2011-02-09
998,false,2810,Tallulah Bastick,F,Preferred,false,1993-11-12,,,,,,,2.8e6,2032-02-13
999,false,729,Corene Kaufman,M,Preferred,false,1949-11-25,,,,,,,1.4e6,1986-11-29
1000,false,1257,Abby Blabber,M,Preferred,true,1965-02-03,,,,,,,4.35e6,2020-06-10
1001,false,2889,Alicia Gatesman,M,Preferred,false,1945-05-03,,,,,,,2.5e6,1975-12-30
1002,false,1981,Anabel Morena,M,Standard,true,1960-08-29,,,,,,,2.3e6,1999-10-17
1003,false,1498,Marketa Quye,F,Preferred,true,1951-01-14,,,,,,,2.25e6,2005-09-28
1004,false,2911,Joceline Facer,M,Standard,true,1998-09-12,,,,,,,4.5e6,2037-05-14
1005,false,760,Ginnifer Ugolotti,F,Standard,false,1985-09-14,,,,,,,2.1e6,2043-02-24
1006,false,1655,Trish Ramshay,M,Standard,true,1929-08-12,,,,,,,2.95e6,1957-04-17
1007,true,2670,Kippie Bellord,F,Preferred,true,1927-05-19,2669,Amity Bellord,M,Standard,true,1936-05-17,4.5e6,1966-04-05
1008,false,3568,Marsiella Barosch,F,Standard,true,1976-10-01,,,,,,,2.3e6,2026-07-24
1009,false,1349,Dinnie Carcas,M,Preferred,false,1920-12-26,,,,,,,3.85e6,1951-03-22
1010,false,2005,Marlee McMennum,M,Preferred,true,1999-05-03,,,,,,,3.6e6,2029-09-16
1011,false,553,Elga Stace,M,Standard,true,1959-03-15,,,,,,,3.1e6,1990-10-07
1012,false,2110,Agata Benardette,F,Preferred,false,1980-03-26,,,,,,,3.35e6,2025-05-16
1013,false,2260,Jayme Alfonso,F,Standard,true,1988-12-08,,,,,,,1.85e6,2018-10-08
1014,false,1649,Cacilie Neljes,M,Standard,true,1935-07-04,,,,,,,4.35e6,1962-03-05
1015,false,2603,Gale Haithwaite,M,Standard,false,1976-12-21,,,,,,,4.0e6,2025-07-26
1016,true,1148,Teriann Fellow,F,Standard,false,1924-09-12,1147,Diena Fellow,M,Preferred,false,1930-02-08,1.7e6,1963-05-19
1017,false,295,Debora Slimings,M,Standard,true,1981-02-20,,,,,,,900000.0,2018-07-13
1018,false,3899,Tildy Cubbinelli,M,Standard,true,1927-11-03,,,,,,,4.1e6,1975-05-12
1019,false,1590,Merrily August,F,Standard,true,1978-09-23,,,,,,,2.3e6,2022-07-19
1020,true,2756,Wally Chrystie,F,Standard,true,1996-08-28,2755,Coleen Chrystie,M,Preferred,false,1990-03-03,700000.0,2025-02-18
1021,false,2143,Anallese Hosburn,M,Standard,false,1986-08-16,,,,,,,1.2e6,2025-06-18
1022,false,1089,Alaine Heavyside,M,Preferred,false,1932-07-31,,,,,,,3.8e6,1962-12-08
1023,false,375,Elberta Crampsey,M,Standard,false,1944-09-21,,,,,,,4.8e6,1978-07-03
1024,false,3904,Ailene Hilhouse,F,Preferred,true,1971-02-11,,,,,,,4.45e6,2020-04-15
1025,false,1077,Bethina Feldberg,M,Standard,false,1968-10-23,,,,,,,4.0e6,2024-09-10
1026,true,1938,Mag Betchley,F,Standard,false,1948-03-04,1937,Cinnamon Betchley,M,Standard,true,1953-12-16,1.1e6,1979-07-05
